row_no,mandator,provider_id,customer_id,syndicate_id,star1,star2,num_combi,n1,n2,n3,n4,n5,drawtype,drawdate,stake,currency,gametype
16218,JXC,JXC112424201,1442912,,5,6,17~30~37~47~50,17,30,37,47,50,TU,01.01.2019,2.00,EUR,EUMI
16219,JXC,JXC112424201,1442912,,4,8,13~25~33~45~48,13,25,33,45,48,TU,01.01.2019,2.00,EUR,EUMI
16220,JXC,JXC112424201,1442912,,3,10,6~9~11~18~22,6,9,11,18,22,TU,01.01.2019,2.00,EUR,EUMI
16221,JXC,JXC112424369,1180761,,3,6,4~18~23~34~43,4,18,23,34,43,TU,01.01.2019,2.00,EUR,EUMI
16222,JXC,JXC112424497,667110,,2,5,7~9~18~48~50,7,9,18,48,50,TU,01.01.2019,2.00,EUR,EUMI
16223,JXC,JXC112424497,667110,,2,9,5~14~25~27~48,5,14,25,27,48,TU,01.01.2019,2.00,EUR,EUMI
16224,JXC,JXC112424592,137255,,5,7,4~23~37~40~44,4,23,37,40,44,TU,01.01.2019,2.00,EUR,EUMI
16225,JXC,JXC112424592,137255,,3,7,20~23~35~45~48,20,23,35,45,48,TU,01.01.2019,2.00,EUR,EUMI
16226,JXC,JXC112424592,137255,,2,11,12~14~23~30~38,12,14,23,30,38,TU,01.01.2019,2.00,EUR,EUMI
16227,JXC,JXC112424592,137255,,2,3,2~8~18~22~40,2,8,18,22,40,TU,01.01.2019,2.00,EUR,EUMI
16228,JXC,JXC112424592,137255,,2,3,1~12~13~27~40,1,12,13,27,40,TU,01.01.2019,2.00,EUR,EUMI
16229,JXC,JXC112424676,674054,,3,5,6~11~16~18~31,6,11,16,18,31,TU,01.01.2019,2.00,EUR,EUMI
16230,JXC,JXC112424676,674054,,8,11,10~13~35~36~43,10,13,35,36,43,TU,01.01.2019,2.00,EUR,EUMI
16231,JXC,JXC112424676,674054,,7,10,6~8~15~20~46,6,8,15,20,46,TU,01.01.2019,2.00,EUR,EUMI
16232,JXC,JXC112424676,674054,,4,9,11~22~28~44~50,11,22,28,44,50,TU,01.01.2019,2.00,EUR,EUMI
16233,JXC,JXC112424676,674054,,3,9,4~7~19~24~46,4,7,19,24,46,TU,01.01.2019,2.00,EUR,EUMI
16234,JXC,JXC112424841,2122692,,2,3,12~28~29~38~45,12,28,29,38,45,TU,01.01.2019,2.00,EUR,EUMI
16235,JXC,JXC112424841,2122692,,5,9,19~21~24~34~37,19,21,24,34,37,TU,01.01.2019,2.00,EUR,EUMI
16236,JXC,JXC112425053,1857739,,2,8,2~5~28~43~45,2,5,28,43,45,TU,01.01.2019,2.00,EUR,EUMI
16237,JXC,JXC112425053,1857739,,3,11,4~16~30~42~48,4,16,30,42,48,TU,01.01.2019,2.00,EUR,EUMI
16238,JXC,JXC112425053,1857739,,1,8,1~13~26~40~49,1,13,26,40,49,TU,01.01.2019,2.00,EUR,EUMI
16239,JXC,JXC112425053,1857739,,7,11,2~9~32~42~44,2,9,32,42,44,TU,01.01.2019,2.00,EUR,EUMI
16240,JXC,JXC112425093,1795258,,1,6,4~5~9~11~20,4,5,9,11,20,TU,01.01.2019,2.00,EUR,EUMI
16241,JXC,JXC112425106,1436366,,6,12,1~2~11~35~47,1,2,11,35,47,TU,01.01.2019,2.00,EUR,EUMI
16242,JXC,JXC112425106,1436366,,2,10,7~14~16~32~46,7,14,16,32,46,TU,01.01.2019,2.00,EUR,EUMI
16243,JXC,JXC112425106,1436366,,1,12,9~38~43~44~48,9,38,43,44,48,TU,01.01.2019,2.00,EUR,EUMI
16244,JXC,JXC112425106,1436366,,3,11,15~21~29~34~35,15,21,29,34,35,TU,01.01.2019,2.00,EUR,EUMI
16245,JXC,JXC112425122,674054,,3,11,5~20~31~45~47,5,20,31,45,47,TU,01.01.2019,2.00,EUR,EUMI
16246,JXC,JXC112425122,674054,,5,8,10~12~36~44~49,10,12,36,44,49,TU,01.01.2019,2.00,EUR,EUMI
16247,JXC,JXC112425122,674054,,5,9,3~23~35~38~44,3,23,35,38,44,TU,01.01.2019,2.00,EUR,EUMI
16248,JXC,JXC112425122,674054,,8,9,3~31~40~44~45,3,31,40,44,45,TU,01.01.2019,2.00,EUR,EUMI
16249,JXC,JXC112425122,674054,,1,9,7~8~10~37~41,7,8,10,37,41,TU,01.01.2019,2.00,EUR,EUMI
16250,JXC,JXC112425129,1795258,,7,10,3~8~21~41~47,3,8,21,41,47,TU,01.01.2019,2.00,EUR,EUMI
16251,JXC,JXC112425403,1811683,,3,9,6~19~30~40~48,6,19,30,40,48,TU,01.01.2019,2.00,EUR,EUMI
16252,JXC,JXC112425499,1811683,,8,10,12~14~22~40~48,12,14,22,40,48,TU,01.01.2019,2.00,EUR,EUMI
16253,JXC,JXC112425543,1784403,,2,8,5~8~13~26~37,5,8,13,26,37,TU,01.01.2019,2.00,EUR,EUMI
16254,JXC,JXC112425543,1784403,,6,12,11~16~23~32~45,11,16,23,32,45,TU,01.01.2019,2.00,EUR,EUMI
16255,JXC,JXC112425565,2049398,,2,8,1~17~24~27~44,1,17,24,27,44,TU,01.01.2019,2.00,EUR,EUMI
16256,JXC,JXC112425767,755713,,5,8,2~3~28~49~50,2,3,28,49,50,TU,01.01.2019,2.00,EUR,EUMI
16257,JXC,JXC112425767,755713,,3,4,2~22~33~34~42,2,22,33,34,42,TU,01.01.2019,2.00,EUR,EUMI
16258,JXC,JXC112425767,755713,,1,5,1~10~18~25~44,1,10,18,25,44,TU,01.01.2019,2.00,EUR,EUMI
16259,JXC,JXC112425787,2080447,,2,5,6~23~29~30~42,6,23,29,30,42,TU,01.01.2019,2.00,EUR,EUMI
16260,JXC,JXC112425787,2080447,,3,8,5~15~21~24~45,5,15,21,24,45,TU,01.01.2019,2.00,EUR,EUMI
16261,JXC,JXC112425787,2080447,,6,10,7~9~13~20~40,7,9,13,20,40,TU,01.01.2019,2.00,EUR,EUMI
16262,JXC,JXC112425787,2080447,,5,9,2~14~38~49~50,2,14,38,49,50,TU,01.01.2019,2.00,EUR,EUMI
16263,JXC,JXC112425787,2080447,,1,11,20~31~32~43~49,20,31,32,43,49,TU,01.01.2019,2.00,EUR,EUMI
16264,JXC,JXC112425915,426224,,5,11,8~13~24~27~39,8,13,24,27,39,TU,01.01.2019,2.00,EUR,EUMI
16265,JXC,JXC112425915,426224,,7,11,18~31~37~45~49,18,31,37,45,49,TU,01.01.2019,2.00,EUR,EUMI
16266,JXC,JXC112426081,735491,,3,4,4~8~19~29~40,4,8,19,29,40,TU,01.01.2019,2.00,EUR,EUMI
16267,JXC,JXC112426081,735491,,1,8,1~3~19~24~45,1,3,19,24,45,TU,01.01.2019,2.00,EUR,EUMI
16268,JXC,JXC112426081,735491,,7,9,4~7~9~12~37,4,7,9,12,37,TU,01.01.2019,2.00,EUR,EUMI
16269,JXC,JXC112426081,735491,,4,5,8~14~23~26~36,8,14,23,26,36,TU,01.01.2019,2.00,EUR,EUMI
16270,JXC,JXC112426081,735491,,9,11,9~11~30~40~43,9,11,30,40,43,TU,01.01.2019,2.00,EUR,EUMI
16271,JXC,JXC112426084,1576039,,7,9,11~13~26~30~41,11,13,26,30,41,TU,01.01.2019,2.00,EUR,EUMI
16272,JXC,JXC112426084,1576039,,6,11,15~22~29~39~42,15,22,29,39,42,TU,01.01.2019,2.00,EUR,EUMI
16273,JXC,JXC112426155,2149727,,5,8,9~33~34~38~45,9,33,34,38,45,TU,01.01.2019,2.00,EUR,EUMI
16274,JXC,JXC112426155,2149727,,5,7,5~7~11~37~40,5,7,11,37,40,TU,01.01.2019,2.00,EUR,EUMI
16275,JXC,JXC112426155,2149727,,3,11,6~21~35~39~46,6,21,35,39,46,TU,01.01.2019,2.00,EUR,EUMI
16276,JXC,JXC112426155,2149727,,4,7,16~17~20~22~49,16,17,20,22,49,TU,01.01.2019,2.00,EUR,EUMI
16277,JXC,JXC112426155,2149727,,2,6,10~20~34~44~46,10,20,34,44,46,TU,01.01.2019,2.00,EUR,EUMI
16278,JXC,JXC112426163,2087107,,4,7,2~19~21~38~48,2,19,21,38,48,TU,01.01.2019,2.00,EUR,EUMI
16279,JXC,JXC112426163,2087107,,7,11,1~5~15~19~29,1,5,15,19,29,TU,01.01.2019,2.00,EUR,EUMI
16280,JXC,JXC112426163,2087107,,3,12,12~22~23~37~42,12,22,23,37,42,TU,01.01.2019,2.00,EUR,EUMI
16281,JXC,JXC112426163,2087107,,2,12,4~27~34~43~44,4,27,34,43,44,TU,01.01.2019,2.00,EUR,EUMI
16282,JXC,JXC112426163,2087107,,1,11,5~16~19~36~48,5,16,19,36,48,TU,01.01.2019,2.00,EUR,EUMI
16283,JXC,JXC112426249,1787242,,2,11,4~6~13~14~19,4,6,13,14,19,TU,01.01.2019,2.00,EUR,EUMI
16284,JXC,JXC112426249,1787242,,5,8,14~21~29~37~45,14,21,29,37,45,TU,01.01.2019,2.00,EUR,EUMI
16285,JXC,JXC112426249,1787242,,3,6,14~17~30~42~45,14,17,30,42,45,TU,01.01.2019,2.00,EUR,EUMI
16286,JXC,JXC112426249,1787242,,4,9,7~21~31~35~45,7,21,31,35,45,TU,01.01.2019,2.00,EUR,EUMI
16287,JXC,JXC112426249,1787242,,4,11,13~20~30~37~50,13,20,30,37,50,TU,01.01.2019,2.00,EUR,EUMI
16288,JXC,JXC112426415,135029,,2,7,4~16~22~40~50,4,16,22,40,50,TU,01.01.2019,2.00,EUR,EUMI
16289,JXC,JXC112426511,1481943,,2,3,9~11~16~22~36,9,11,16,22,36,TU,01.01.2019,2.00,EUR,EUMI
16290,JXC,JXC112426511,1481943,,5,11,5~7~11~19~27,5,7,11,19,27,TU,01.01.2019,2.00,EUR,EUMI
16291,JXC,JXC112426672,1967217,,4,9,11~13~15~17~22,11,13,15,17,22,TU,01.01.2019,2.00,EUR,EUMI
16292,JXC,JXC112426672,1967217,,5,7,3~6~15~20~43,3,6,15,20,43,TU,01.01.2019,2.00,EUR,EUMI
16293,JXC,JXC112426672,1967217,,1,5,1~5~20~24~41,1,5,20,24,41,TU,01.01.2019,2.00,EUR,EUMI
16294,JXC,JXC112426672,1967217,,4,8,15~16~38~45~49,15,16,38,45,49,TU,01.01.2019,2.00,EUR,EUMI
16295,JXC,JXC112426672,1967217,,1,7,13~22~26~30~42,13,22,26,30,42,TU,01.01.2019,2.00,EUR,EUMI
16296,JXC,JXC112426674,1967217,,5,6,9~18~35~39~41,9,18,35,39,41,TU,01.01.2019,2.00,EUR,EUMI
16297,JXC,JXC112426674,1967217,,6,7,7~8~12~16~23,7,8,12,16,23,TU,01.01.2019,2.00,EUR,EUMI
16298,JXC,JXC112426674,1967217,,5,8,25~30~33~43~49,25,30,33,43,49,TU,01.01.2019,2.00,EUR,EUMI
16299,JXC,JXC112426674,1967217,,3,9,8~11~28~29~45,8,11,28,29,45,TU,01.01.2019,2.00,EUR,EUMI
16300,JXC,JXC112426674,1967217,,8,10,14~17~26~28~30,14,17,26,28,30,TU,01.01.2019,2.00,EUR,EUMI
16301,JXC,JXC112426705,1792739,,3,4,13~35~37~40~43,13,35,37,40,43,TU,01.01.2019,2.00,EUR,EUMI
16302,JXC,JXC112426705,1792739,,9,11,9~17~21~34~38,9,17,21,34,38,TU,01.01.2019,2.00,EUR,EUMI
16303,JXC,JXC112426712,1812938,,2,11,17~27~32~40~42,17,27,32,40,42,TU,01.01.2019,2.00,EUR,EUMI
16304,JXC,JXC112426712,1812938,,7,8,12~21~28~40~47,12,21,28,40,47,TU,01.01.2019,2.00,EUR,EUMI
16305,JXC,JXC112426712,1812938,,5,9,14~16~37~41~43,14,16,37,41,43,TU,01.01.2019,2.00,EUR,EUMI
16306,JXC,JXC112426714,1812938,,9,10,1~20~28~35~43,1,20,28,35,43,TU,01.01.2019,2.00,EUR,EUMI
16307,JXC,JXC112426714,1812938,,2,3,10~18~23~40~44,10,18,23,40,44,TU,01.01.2019,2.00,EUR,EUMI
16308,JXC,JXC112426714,1812938,,4,5,4~11~22~27~42,4,11,22,27,42,TU,01.01.2019,2.00,EUR,EUMI
16309,JXC,JXC112426716,1812938,,2,5,5~18~36~39~50,5,18,36,39,50,TU,01.01.2019,2.00,EUR,EUMI
16310,JXC,JXC112426716,1812938,,7,9,7~14~25~33~46,7,14,25,33,46,TU,01.01.2019,2.00,EUR,EUMI
16311,JXC,JXC112426716,1812938,,3,6,8~13~15~20~32,8,13,15,20,32,TU,01.01.2019,2.00,EUR,EUMI
16312,JXC,JXC112426717,1812938,,7,9,5~7~25~26~43,5,7,25,26,43,TU,01.01.2019,2.00,EUR,EUMI
16313,JXC,JXC112426802,1879120,,7,12,7~16~17~28~47,7,16,17,28,47,TU,01.01.2019,2.00,EUR,EUMI
16314,JXC,JXC112426802,1879120,,5,11,1~11~30~33~45,1,11,30,33,45,TU,01.01.2019,2.00,EUR,EUMI
16315,JXC,JXC112427041,17115,,3,4,20~24~32~36~47,20,24,32,36,47,TU,01.01.2019,2.00,EUR,EUMI
16316,JXC,JXC112427041,17115,,1,6,8~24~33~34~50,8,24,33,34,50,TU,01.01.2019,2.00,EUR,EUMI
16317,JXC,JXC112427041,17115,,5,11,7~19~27~37~48,7,19,27,37,48,TU,01.01.2019,2.00,EUR,EUMI
16318,JXC,JXC112427041,17115,,7,11,4~14~25~44~46,4,14,25,44,46,TU,01.01.2019,2.00,EUR,EUMI
16319,JXC,JXC112427041,17115,,5,11,1~21~32~37~39,1,21,32,37,39,TU,01.01.2019,2.00,EUR,EUMI
16320,JXC,JXC112427312,572323,,2,7,2~11~16~34~43,2,11,16,34,43,TU,01.01.2019,2.00,EUR,EUMI
16321,JXC,JXC112427312,572323,,2,7,3~5~6~17~31,3,5,6,17,31,TU,01.01.2019,2.00,EUR,EUMI
16322,JXC,JXC112427312,572323,,3,8,2~10~12~32~49,2,10,12,32,49,TU,01.01.2019,2.00,EUR,EUMI
16323,JXC,JXC112427391,1781330,,2,3,6~13~23~36~40,6,13,23,36,40,TU,01.01.2019,2.00,EUR,EUMI
16324,JXC,JXC112427391,1781330,,6,12,4~8~17~22~45,4,8,17,22,45,TU,01.01.2019,2.00,EUR,EUMI
16325,JXC,JXC112427525,1858848,,4,7,1~3~5~20~39,1,3,5,20,39,TU,01.01.2019,2.00,EUR,EUMI
16326,JXC,JXC112427526,1858848,,1,2,1~5~7~13~18,1,5,7,13,18,TU,01.01.2019,2.00,EUR,EUMI
16327,JXC,JXC112427526,1858848,,4,6,9~13~26~31~41,9,13,26,31,41,TU,01.01.2019,2.00,EUR,EUMI
16328,JXC,JXC112427526,1858848,,3,9,4~18~25~30~32,4,18,25,30,32,TU,01.01.2019,2.00,EUR,EUMI
16329,JXC,JXC112427526,1858848,,4,5,10~19~24~33~40,10,19,24,33,40,TU,01.01.2019,2.00,EUR,EUMI
16330,JXC,JXC112427526,1858848,,4,10,10~19~24~26~41,10,19,24,26,41,TU,01.01.2019,2.00,EUR,EUMI
16331,JXC,JXC112427527,1858848,,2,7,1~5~13~18~21,1,5,13,18,21,TU,01.01.2019,2.00,EUR,EUMI
16332,JXC,JXC112427527,1858848,,1,10,19~24~33~40~45,19,24,33,40,45,TU,01.01.2019,2.00,EUR,EUMI
16333,JXC,JXC112427527,1858848,,2,11,10~19~24~37~40,10,19,24,37,40,TU,01.01.2019,2.00,EUR,EUMI
16334,JXC,JXC112427538,1880256,,5,9,7~13~23~26~39,7,13,23,26,39,TU,01.01.2019,2.00,EUR,EUMI
16335,JXC,JXC112427538,1880256,,1,6,2~9~11~25~35,2,9,11,25,35,TU,01.01.2019,2.00,EUR,EUMI
16336,JXC,JXC112427538,1880256,,1,5,5~9~12~19~48,5,9,12,19,48,TU,01.01.2019,2.00,EUR,EUMI
16337,JXC,JXC112427538,1880256,,5,9,7~9~16~25~40,7,9,16,25,40,TU,01.01.2019,2.00,EUR,EUMI
16338,JXC,JXC112427538,1880256,,5,9,3~15~19~32~40,3,15,19,32,40,TU,01.01.2019,2.00,EUR,EUMI
16339,JXC,JXC112427550,741184,,3,4,15~19~31~37~48,15,19,31,37,48,TU,01.01.2019,2.00,EUR,EUMI
16340,JXC,JXC112427550,741184,,1,5,19~27~29~31~47,19,27,29,31,47,TU,01.01.2019,2.00,EUR,EUMI
16341,JXC,JXC112427550,741184,,3,9,6~8~25~28~48,6,8,25,28,48,TU,01.01.2019,2.00,EUR,EUMI
16342,JXC,JXC112427550,741184,,5,8,6~13~27~39~48,6,13,27,39,48,TU,01.01.2019,2.00,EUR,EUMI
16343,JXC,JXC112427550,741184,,2,6,9~14~21~22~43,9,14,21,22,43,TU,01.01.2019,2.00,EUR,EUMI
16344,JXC,JXC112427730,1408452,,3,9,14~28~43~46~49,14,28,43,46,49,TU,01.01.2019,2.00,EUR,EUMI
16345,JXC,JXC112427730,1408452,,4,7,3~21~29~41~47,3,21,29,41,47,TU,01.01.2019,2.00,EUR,EUMI
16346,JXC,JXC112427730,1408452,,6,10,5~19~28~32~47,5,19,28,32,47,TU,01.01.2019,2.00,EUR,EUMI
16347,JXC,JXC112427730,1408452,,3,8,15~17~23~29~37,15,17,23,29,37,TU,01.01.2019,2.00,EUR,EUMI
16348,JXC,JXC112427730,1408452,,3,4,3~13~19~28~48,3,13,19,28,48,TU,01.01.2019,2.00,EUR,EUMI
16349,JXC,JXC112427879,1981057,,4,12,2~3~31~34~49,2,3,31,34,49,TU,01.01.2019,2.00,EUR,EUMI
16350,JXC,JXC112427879,1981057,,8,11,3~8~9~15~36,3,8,9,15,36,TU,01.01.2019,2.00,EUR,EUMI
16351,JXC,JXC112428232,1431783,,6,11,7~20~29~30~32,7,20,29,30,32,TU,01.01.2019,2.00,EUR,EUMI
16352,JXC,JXC112428257,314776,,5,10,9~16~20~40~48,9,16,20,40,48,TU,01.01.2019,2.00,EUR,EUMI
16353,JXC,JXC112428257,314776,,3,7,8~23~24~33~41,8,23,24,33,41,TU,01.01.2019,2.00,EUR,EUMI
16354,JXC,JXC112428257,314776,,3,11,4~6~8~14~22,4,6,8,14,22,TU,01.01.2019,2.00,EUR,EUMI
16355,JXC,JXC112428257,314776,,6,12,13~19~35~41~50,13,19,35,41,50,TU,01.01.2019,2.00,EUR,EUMI
16356,JXC,JXC112428257,314776,,2,8,5~7~34~43~45,5,7,34,43,45,TU,01.01.2019,2.00,EUR,EUMI
16357,JXC,JXC112428404,1819746,,3,6,3~6~9~22~26,3,6,9,22,26,TU,01.01.2019,2.00,EUR,EUMI
16358,JXC,JXC112428404,1819746,,4,7,20~24~36~37~44,20,24,36,37,44,TU,01.01.2019,2.00,EUR,EUMI
16359,JXC,JXC112428404,1819746,,2,8,8~22~26~33~47,8,22,26,33,47,TU,01.01.2019,2.00,EUR,EUMI
16360,JXC,JXC112428404,1819746,,4,5,16~25~28~42~48,16,25,28,42,48,TU,01.01.2019,2.00,EUR,EUMI
16361,JXC,JXC112428404,1819746,,2,3,6~16~22~26~37,6,16,22,26,37,TU,01.01.2019,2.00,EUR,EUMI
16362,JXC,JXC112428517,1443824,,1,10,11~28~29~30~33,11,28,29,30,33,TU,01.01.2019,2.00,EUR,EUMI
16363,JXC,JXC112428517,1443824,,1,9,4~21~32~38~44,4,21,32,38,44,TU,01.01.2019,2.00,EUR,EUMI
16364,JXC,JXC112428869,1782904,,1,5,3~10~15~16~41,3,10,15,16,41,TU,01.01.2019,2.00,EUR,EUMI
16365,JXC,JXC112428869,1782904,,6,8,20~22~24~35~40,20,22,24,35,40,TU,01.01.2019,2.00,EUR,EUMI
16366,JXC,JXC112428869,1782904,,1,5,2~5~12~22~42,2,5,12,22,42,TU,01.01.2019,2.00,EUR,EUMI
16367,JXC,JXC112428920,1440472,,2,11,7~10~17~30~34,7,10,17,30,34,TU,01.01.2019,2.00,EUR,EUMI
16368,JXC,JXC112428920,1440472,,1,7,3~11~20~39~47,3,11,20,39,47,TU,01.01.2019,2.00,EUR,EUMI
16369,JXC,JXC112428932,1244471,,7,10,7~9~22~23~34,7,9,22,23,34,TU,01.01.2019,2.00,EUR,EUMI
16370,JXC,JXC112428932,1244471,,2,3,7~8~14~35~43,7,8,14,35,43,TU,01.01.2019,2.00,EUR,EUMI
16371,JXC,JXC112428932,1244471,,5,6,1~11~19~24~37,1,11,19,24,37,TU,01.01.2019,2.00,EUR,EUMI
16372,JXC,JXC112429289,1804467,,2,7,14~16~24~32~49,14,16,24,32,49,TU,01.01.2019,2.00,EUR,EUMI
16373,JXC,JXC112429319,50404,,3,11,2~9~19~42~45,2,9,19,42,45,TU,01.01.2019,2.00,EUR,EUMI
16374,JXC,JXC112429319,50404,,5,8,4~15~31~32~50,4,15,31,32,50,TU,01.01.2019,2.00,EUR,EUMI
16375,JXC,JXC112429319,50404,,11,12,5~10~20~38~48,5,10,20,38,48,TU,01.01.2019,2.00,EUR,EUMI
16376,JXC,JXC112429319,50404,,8,12,2~19~25~32~36,2,19,25,32,36,TU,01.01.2019,2.00,EUR,EUMI
16377,JXC,JXC112429358,2076568,,3,5,26~34~36~46~48,26,34,36,46,48,TU,01.01.2019,2.00,EUR,EUMI
16378,JXC,JXC112429358,2076568,,1,10,10~17~40~44~48,10,17,40,44,48,TU,01.01.2019,2.00,EUR,EUMI
16379,JXC,JXC112429358,2076568,,1,9,2~11~12~22~29,2,11,12,22,29,TU,01.01.2019,2.00,EUR,EUMI
16380,JXC,JXC112429358,2076568,,1,9,9~23~39~40~50,9,23,39,40,50,TU,01.01.2019,2.00,EUR,EUMI
16381,JXC,JXC112429358,2076568,,6,8,17~19~24~31~43,17,19,24,31,43,TU,01.01.2019,2.00,EUR,EUMI
16382,JXC,JXC112429428,1804735,,10,11,10~11~12~46~48,10,11,12,46,48,TU,01.01.2019,2.00,EUR,EUMI
16383,JXC,JXC112429428,1804735,,11,12,9~11~42~46~48,9,11,42,46,48,TU,01.01.2019,2.00,EUR,EUMI
16384,JXC,JXC112429428,1804735,,4,7,6~13~20~21~28,6,13,20,21,28,TU,01.01.2019,2.00,EUR,EUMI
16385,JXC,JXC112429428,1804735,,2,12,2~18~22~34~37,2,18,22,34,37,TU,01.01.2019,2.00,EUR,EUMI
16386,JXC,JXC112429428,1804735,,3,11,9~23~32~35~43,9,23,32,35,43,TU,01.01.2019,2.00,EUR,EUMI
16387,JXC,JXC112429431,1424079,,4,7,5~20~35~41~46,5,20,35,41,46,TU,01.01.2019,2.00,EUR,EUMI
16388,JXC,JXC112429431,1424079,,5,12,2~7~26~38~47,2,7,26,38,47,TU,01.01.2019,2.00,EUR,EUMI
16389,JXC,JXC112429431,1424079,,2,4,6~25~28~37~41,6,25,28,37,41,TU,01.01.2019,2.00,EUR,EUMI
16390,JXC,JXC112429431,1424079,,2,11,2~8~23~43~44,2,8,23,43,44,TU,01.01.2019,2.00,EUR,EUMI
16391,JXC,JXC112429431,1424079,,1,6,13~36~40~42~43,13,36,40,42,43,TU,01.01.2019,2.00,EUR,EUMI
16392,JXC,JXC112429581,2126632,,3,5,7~16~24~45~49,7,16,24,45,49,TU,01.01.2019,2.00,EUR,EUMI
16393,JXC,JXC112429581,2126632,,2,12,1~31~32~33~50,1,31,32,33,50,TU,01.01.2019,2.00,EUR,EUMI
16394,JXC,JXC112429634,2044617,,8,9,3~17~20~27~35,3,17,20,27,35,TU,01.01.2019,2.00,EUR,EUMI
16395,JXC,JXC112429634,2044617,,2,8,2~8~10~19~23,2,8,10,19,23,TU,01.01.2019,2.00,EUR,EUMI
16396,JXC,JXC112429634,2044617,,6,8,4~14~24~36~50,4,14,24,36,50,TU,01.01.2019,2.00,EUR,EUMI
16397,JXC,JXC112429634,2044617,,3,7,1~12~24~31~45,1,12,24,31,45,TU,01.01.2019,2.00,EUR,EUMI
16398,JXC,JXC112429636,1649076,,4,5,10~19~22~30~40,10,19,22,30,40,TU,01.01.2019,2.00,EUR,EUMI
16399,JXC,JXC112429639,1804735,,7,12,6~11~32~34~50,6,11,32,34,50,TU,01.01.2019,2.00,EUR,EUMI
16400,JXC,JXC112429639,1804735,,3,8,16~22~26~31~46,16,22,26,31,46,TU,01.01.2019,2.00,EUR,EUMI
16401,JXC,JXC112429639,1804735,,3,6,5~8~9~40~47,5,8,9,40,47,TU,01.01.2019,2.00,EUR,EUMI
16402,JXC,JXC112429639,1804735,,1,12,12~16~19~24~38,12,16,19,24,38,TU,01.01.2019,2.00,EUR,EUMI
16403,JXC,JXC112429639,1804735,,5,12,5~9~11~19~30,5,9,11,19,30,TU,01.01.2019,2.00,EUR,EUMI
16404,JXC,JXC112429710,2120027,,2,8,17~23~29~32~44,17,23,29,32,44,TU,01.01.2019,2.00,EUR,EUMI
16405,JXC,JXC112429726,1570814,,7,8,7~22~30~41~48,7,22,30,41,48,TU,01.01.2019,2.00,EUR,EUMI
16406,JXC,JXC112429726,1570814,,6,8,1~27~37~39~47,1,27,37,39,47,TU,01.01.2019,2.00,EUR,EUMI
16407,JXC,JXC112429726,1570814,,1,11,3~14~21~32~33,3,14,21,32,33,TU,01.01.2019,2.00,EUR,EUMI
16408,JXC,JXC112429726,1570814,,10,12,15~24~28~36~49,15,24,28,36,49,TU,01.01.2019,2.00,EUR,EUMI
16409,JXC,JXC112429747,1533367,,3,11,10~14~18~36~39,10,14,18,36,39,TU,01.01.2019,2.00,EUR,EUMI
16410,JXC,JXC112429747,1533367,,4,10,2~17~22~46~50,2,17,22,46,50,TU,01.01.2019,2.00,EUR,EUMI
16411,JXC,JXC112429808,1645228,,2,6,4~8~11~18~39,4,8,11,18,39,TU,01.01.2019,2.00,EUR,EUMI
16412,JXC,JXC112429808,1645228,,3,6,10~18~20~33~42,10,18,20,33,42,TU,01.01.2019,2.00,EUR,EUMI
16413,JXC,JXC112429808,1645228,,2,7,8~14~27~38~47,8,14,27,38,47,TU,01.01.2019,2.00,EUR,EUMI
16414,JXC,JXC112429808,1645228,,2,5,3~10~19~23~40,3,10,19,23,40,TU,01.01.2019,2.00,EUR,EUMI
16415,JXC,JXC112429875,603723,,4,9,17~20~23~30~38,17,20,23,30,38,TU,01.01.2019,2.00,EUR,EUMI
16416,JXC,JXC112429902,1570814,,1,2,10~11~27~32~49,10,11,27,32,49,TU,01.01.2019,2.00,EUR,EUMI
16417,JXC,JXC112429902,1570814,,4,5,4~5~19~28~45,4,5,19,28,45,TU,01.01.2019,2.00,EUR,EUMI
16418,JXC,JXC112429902,1570814,,3,9,22~24~31~36~39,22,24,31,36,39,TU,01.01.2019,2.00,EUR,EUMI
16419,JXC,JXC112429902,1570814,,8,10,14~30~37~44~47,14,30,37,44,47,TU,01.01.2019,2.00,EUR,EUMI
16420,JXC,JXC112429902,1570814,,7,12,9~33~40~46~48,9,33,40,46,48,TU,01.01.2019,2.00,EUR,EUMI
16421,JXC,JXC112429928,1884119,,6,7,1~2~19~41~50,1,2,19,41,50,TU,01.01.2019,2.00,EUR,EUMI
16422,JXC,JXC112429928,1884119,,8,9,8~9~11~36~46,8,9,11,36,46,TU,01.01.2019,2.00,EUR,EUMI
16423,JXC,JXC112429928,1884119,,2,5,5~21~27~29~40,5,21,27,29,40,TU,01.01.2019,2.00,EUR,EUMI
16424,JXC,JXC112429976,1819207,,7,8,25~26~30~38~50,25,26,30,38,50,TU,01.01.2019,2.00,EUR,EUMI
16425,JXC,JXC112429992,1528266,,4,10,4~25~42~43~50,4,25,42,43,50,TU,01.01.2019,2.00,EUR,EUMI
16426,JXC,JXC112429992,1528266,,10,11,6~11~27~48~50,6,11,27,48,50,TU,01.01.2019,2.00,EUR,EUMI
16427,JXC,JXC112429992,1528266,,10,12,1~6~8~27~50,1,6,8,27,50,TU,01.01.2019,2.00,EUR,EUMI
16428,JXC,JXC112429992,1528266,,6,7,9~11~20~29~47,9,11,20,29,47,TU,01.01.2019,2.00,EUR,EUMI
